SiteID,SiteName,Country,StateProvince,County,USGS_Quad,HUC,FeatureID,LandUnit,LandUnitDetail,ProclaimedNF,LCC,PublicInfo,InfoSource,InfoSourceDet,MagDev,AccessDescript,SiteDescription,AKA,GeorefSource,Datum,UTM_Zone,GPS_Unit,UTME,UTMN,LatDeg,LatMin,LatSec,LongDeg,LongMin,LongSec,LatitudeDD,LongitudeDD,ElevationM,EPE_M,Georef_Comments,SpringType1,SpringType2,LithoPrimary,LithoSecondary,GeoLayer,EmergenceEnvironment,EmergenceEnvNote,SourceGeo,SourceGeo2,ChannelDynamics,FlowForceMech,NearestSpringM,LoginAdded,LoginAddedDate,LoginChanged,LoginChangedDate,SurveyCount,AvgEOD,HighEOD,ImageHyperlink,SketchHyperlink,SiteHyperlink,ShortName,initialtimestamp,
799,Dry Cottonwood Spring,US,AZ,Coconino,Jumpup Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,0,NP,Grand Canyon Trust,12,"From Sowats Point, go down trail #8 and break off while on esplanade.  Descend into canyon using side drainage just east of ""4544T"" on topo map.  Walk upstream to this spring approximately 1.5km.","This is a Rheocrene spring and was dry at time of survey.The emergence is in a dry channel, V-shaped channel with moderately steep walls, channel cuts through colluvium - poorly sorted boulders, cobbles. .This spring was surveyed by Grand Canyon Trust in May 2009.",,GPS,NAD83,12,GPS 76CX,363878,4042604,36,31,8.832,-112,31,13.08,36.51912,-112.5203,1511,,,rheocrene,,sedimentary,shale,quaternary colluvium over Hermit,subaerial,,,,runoff,gravity,370,,1/18/2011,margueritehendrie,4/14/2014,1,8,8,,http://springsdata.org/uploaded_files/survey/old_images/799_DryCottonwoodSketch.jpg,,Dry Cottonwood,4/25/2014 12:11,12
164099,Dutton Spring,US,AZ,Coconino,Fishtail Mesa,15010002,,NPS,Grand Canyon NP,,15,1,IR,SSI,12,The spring is more easily accessed from the Colorado River.,This spring has a large discreet source that emerges from Muav Sandstone.,,GPS,NAD83,12,Garmin Oregon 650,365305,4029343,36,23,59.316,-112,30,7.416,36.39981,-112.50206,848,24,,gushet,,sedimentary,limestone,Muav limestone,subaerial,,fracture spring,,,gravity,51,margueritehendrie,4/28/2014,jeriledbetter,11/6/2014,1,8,8,http://springsdata.org/uploaded_files/survey/2146220999/2146220999_rep_2.jpg,http://springsdata.org/uploaded_files/survey/2146220999/2146220999_skch.jpg,,Dutton,4/28/2014 9:54,7
776,East Twin Spring,US,AZ,Coconino,Williams South,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,USGS Quad,Added based on DRG; ID from AZ Dept. Water Resources GWIS,11,From S Perkinsville Rd (CR-73) turn onto NF-422P (Cougar Park Rd) and travel 0.9 west 1.6 miles. Continue onto NF-122 (Twin Springs Rd) for 2 mi. Spring is located 70 m due SW.,"This  spring is depicted on the DRG, and was included in the AZ State Land Office shapefile. It was formerly a low gradient cienega that has been excavated and bermed.","A-21-02 30DAB, FLWD_SiteID 351008112125301",map,NAD83,12,,389262,3892430,35,10,7.356,-112,12,57.672,35.16871,-112.21602,2174,3,"Elevation from 10m DEM, coordinates from AZ State Land Office and DRG.",anthropogenic,limnocrene,igneous,basalt,,subaerial,,seepage or filtration spring,,,gravity,814,jeriledbetter,12/8/2010,jeriledbetter,11/28/2016,4,4.2,8,http://springsdata.org/uploaded_files/survey/264162954/264162954_rep.jpg,http://springsdata.org/uploaded_files/survey/old_images/776_TwinRdUnnamedSketch.jpg,,East Twin,4/25/2014 12:11,12
861,Gordon C,US,AZ,Mohave,Last Chance Canyon,15010006,,BLM,Arizona Strip,,15,1,Geonames,Imported from USGS Geonames,12,You can drive about 1/2 way to the spring from the main road on a very steep 4x4 road.,A flowing spring.,,GPS,NAD83,12,Map 76,261537,4040883,36,29,0.924,-113,39,42.84,36.48359,-113.6619,1570,1,none of the UTMs we had before seem accurate.  Coordinates and elevation were taken from the Rink survey.  Coordinates were converted to NAD 83 using NADCON.,hillslope,hanging garden,sedimentary,sandstone,Toroweap/Hermit contact,subaerial,,contact spring,,spring,gravity,34,margueritehendrie,9/26/2011,margueritehendrie,1/24/2013,1,8,8,,http://springsdata.org/uploaded_files/survey/old_images/861_GordonCSketch.jpg,,Gordon C,4/25/2014 12:11,2
182097,Indian Lake,US,AZ,Coconino,De Motte Park,15010001,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,IR,Jeri Ledbetter research,11,,"This small pond is marked as a lake on topographic maps. According to Larry Stevens, the pond is never dry, and refills immediately when fire suppression helicopters remove water. It is located adjacent to Highway 67 near the entrance to Grand Canyon National Park&apos;s north rim.",,map,WGS84,12,,398932,4028061,36,23,32.604,-112,7,37.128,36.39239,-112.12698,,,,limnocrene,exposure,sedimentary,limestone,Kaibab Limestone,subaqueous-lentic freshwater,,seepage or filtration spring,,,artesian,1120,jeriledbetter,9/19/2016,jholway,9/26/2016,1,8,8,,,,Indian Lake,9/19/2016 16:12,64
455,Jumpup Lower Spring,US,AZ,Coconino,Jumpup Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,USGS Quad,Added based on DRG layer,12,"Walk down canyon from Ranger/Jumpup- trail intersection about 800 m. Spring emerges in center of channel, approx 300 m upstream from the major pour off.","This named spring is depicted on the DRG. The spring emerges from center of channel, amid colluvium.The bedrock walls of the Esplanade formation form narrow canyon surrounding channel. ","Lower Jumpup Spring, JUMP002",map,NAD83,12,,357872,4044118,36,31,54.804,-112,35,15.468,36.53189,-112.58763,1212,,"Elevation from 10m DEM, coordinates from DRG.",rheocrene,,sedimentary,sandstone,Supai - Esplanade,subaerial,,,,runoff,gravity,173,,3/3/2011,margueritehendrie,4/14/2014,3,5.3,8,http://springsdata.org/uploaded_files/survey/old_images/455_JumpupLower.jpg,http://springsdata.org/uploaded_files/survey/old_images/455_JumpupLowerSketch_1299181492.jpg,,Jumpup Lower,4/25/2014 12:11,12
260,Kaibetony Springs,US,AZ,Coconino,Moenave,15020018,,Tribal,Navajo Nation,,15,1,NHD,,11,,,,GPS,WGS84,12,Etrex Venture,470476,4000845,36,9,6.804,-111,19,41.556,36.15189,-111.32821,1564,5,Taken at polygon A source,hillslope,,sedimentary,sandstone,Navajo Sandstone,subaerial,,contact spring,,spring,gravity,99,jeriledbetter,10/14/2008,margueritehendrie,6/14/2013,1,8,8,,,,Kaibetony,4/25/2014 12:11,23
795,Lower Sowats Seep,US,AZ,Coconino,Jumpup Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,0,NP,Grand Canyon Trust,12,Go 800m below Mountain Sheep spring on left wall of channel.,The spring emerges from bedrock outcrop on creek left of Sowats drainage.  This spring was surveyed by Grand Canyon Trust in May 2009.,,GPS,NAD83,12,GPS Map 60CX,358930,4042825,36,31,13.44,-112,34,32.088,36.5204,-112.57558,1084,6,This spring is unmapped.,hanging garden,,sedimentary,limestone,Supai - Watahomigi,subaerial,,contact spring,,,gravity,434,,1/4/2011,,1/27/2011,1,8,8,,http://springsdata.org/uploaded_files/survey/old_images/795_LowerSowatsSeepSketch.jpg,,Lower Sowats Seep,4/25/2014 12:11,12
634,Mangum 2 Springs,US,AZ,Coconino,Big Springs,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,Geonames,,12,Walk up Mangum Canyon about 1/2 mile to the base of the Coconino Sandstone. There is a large alcove to the right.,This is one of five springs surrounding Mangum springs that are depicted on the DRG. It is a 60-foot wide Coconino/Hermit alcove with many drips and flows.This site has been verified with a 1:24K Digital Raster. ,NAIL006,GPS,NAD83,12,Garmin 76,380029,4053921,36,37,23.808,-112,20,30.192,36.62328,-112.34172,2167,10.4,"GPS reading was taken under an overhang, and was clearly inaccurate. It was adjusted based on the location of the channel.",hanging garden,mound-form,sedimentary,sandstone,Coconino?,subaerial,,contact spring,fracture spring,,gravity,71,jeriledbetter,11/3/2010,jeriledbetter,10/14/2013,2,6,8,http://springsdata.org/uploaded_files/survey/old_images/634_Mangum2.jpg,http://springsdata.org/uploaded_files/survey/old_images/634_Mangum2Sketch.jpg,,Mangum 2,4/25/2014 12:11,12
19260,Many Snakes Upper Spring,US,AZ,Coconino,May Tank Pocket,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,0,IR,"Jeri Ledbetter, MGIS research",11,,"This site consists of pools formed in shallow, otherwise dry, rocky channel.",,GPS,NAD83,12,Garmin Oregon 650,387580,3885959,35,6,36.684,-112,14,0.96,35.11019,-112.2336,1990,,Coordinates were averaged over a 15 minute time period.,limnocrene,rheocrene,igneous,basalt,,subaqueous-lentic freshwater,,seepage or filtration spring,,mixed,gravity,127,margueritehendrie,9/16/2013,jeriledbetter,5/23/2014,1,8,8,,http://springsdata.org/uploaded_files/survey/old_images/19260_ManySnakesUpperSketch.jpg,,Many Snakes Upper,4/25/2014 12:11,12
256,Meriwhitica Spring,US,AZ,Mohave,Spencer Canyon,15010005,,Tribal,Hualapai Tribal Land,,15,1,Geonames,Imported from USGS Geonames,12,,"Meriwhitica Spring issues from the floor of Meriwhitica Canyon at an elevation of 2655 feet. The canyon is dammed by travertine deposits some 150 feet high, and alluvial sediments fill the canyon behind the dam. The spring surfaces from the alluvium at the south side of the valley about 1500 feet west of the dam and flows across the valley for approximately 1/4 mile parallel to the dam. As recently as 15 years ago water skirted the dam through a steep canyon along the north wall of the canyon. This is now dry, and water soaks back into the alluvium without any obvious spill over the dam or re-emergence along the dry canyon below the dam. The actual source of the water cannot be determined, as it lies under 100 feet or more of alluvium. A well developed streamside riparian plant community grows along the stream, dominated by cottonwood trees.","S2, S-2, MERI001, HUAL002",GPS,WGS84,12,,258134,3963561,35,47,11.004,-113,40,33.924,35.78639,-113.67609,810,,coordinates estimated from DEMs and AGIC data files,rheocrene,,,,,,,,,,,2071,jeriledbetter,2/16/2009,,9/30/2013,23,2.6,8,http://springsdata.org/uploaded_files/survey/old_images/256_Meriwhitica_292.jpg,,,Meriwhitica,4/25/2014 12:11,10
290,Milk Spring,US,AZ,Coconino,Kanabownits Spring,15010002,,NPS,Grand Canyon NP,,15,1,IR,Glenn Rink data,12,"Southern Kaibab Plateau, approximately 7.5 miles west of Hwy 67 off of Widforss Point Road, in Milk Creek approximately 3/4 mile north of Widforss Point Road, above the rim in the basin. .  North up milk creek drainage off Point Sublime road to first open meadow approximately half a mile","The site was verified by Steve Rice with the National Park Service, with a recreation grade GPS.Steve Rice conducted a complete survey at this site.Emergence at the site described as Alluvium in Kaibab limestone.There are 1 to 3 channels with in reach (braided)","GCNP-16, Basin Spring, MILK002, CRYS002",GPS,NAD83,12,,397246,4014594,36,16,14.952,-112,8,38.4,36.27082,-112.144,2507,,NPS Coordinates were NAD83 12 397268E 4014614N.  Elevation was 8228 Feet,rheochrene,,sedimentary,limestone,Toroweap,subaerial,mountainside,contact,,mixed,gravity,222,jeriledbetter,6/9/2009,,9/30/2013,3,4.7,8,http://springsdata.org/uploaded_files/survey/old_images/290_MilkSpring.jpg,http://springsdata.org/uploaded_files/survey/old_images/290_MilkSpringSketch.jpg,,Milk,4/25/2014 12:11,2
128,Moss Springs,US,AZ,Coconino,Vulcans Throne SE,15010002,,Tribal,Hualapai Tribal Land,,15,1,Geonames,Imported from USGS Geonames,12,Spring is located in upper Mohawk Canyon at the base of a Coconino Sandstone cliff at an elevation of 5600 feet.,"The outlet is along a horizontal crack 10 meters long and about 10-15 cm high at the top of a steep talus about 400 feet higher in elevation than floor of Mohawk Canyon. There is a pool of standing water on the shelf below the spring, which is about 3 meters wide. Water flows along the steep slope below for about 30 meters. ","S34, MOSS002, S-34, HUAL034",Map,NAD83,12,,317155,3992664,36,3,40.968,-113,1,48.648,36.06138,-113.03018,1684,,,hillslope,,sedimentary,limestone,Toroweap,subaerial,,,,spring,gravity,1021,jeriledbetter,2/23/2009,margueritehendrie,2/13/2014,15,2.6,8,http://springsdata.org/uploaded_files/survey/old_images/128_Moss.jpg,http://springsdata.org/uploaded_files/survey/old_images/128_MossSketch.jpg,,Moss,4/25/2014 12:11,10
343,Mourning Dove Spring,US,AZ,Coconino,Big Springs,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,NHD,Imported in 2010 from NHD Database,12,"Central Kaibab Plateau, west side, side canyon to Big Springs Canyon, one mile north of Big Springs Administrative Site",This site has been heavily manipulated with a trough and disturbed soil.This site was surveyed by Grand Canyon Wildlands Council in 2000.The site was verified using a 1:24K Digital Raster,"KNF-20, NAIL003",GPS,NAD83,12,Garmin,379464,4053166,36,36,59.04,-112,20,52.512,36.6164,-112.34792,2208,,lat/long coordinates and elev from USGS,,,sedimentary,limestone,Toroweap,subaerial,,contact,,spring,gravity,876,jeriledbetter,6/9/2009,jeriledbetter,10/14/2013,1,8,8,http://springsdata.org/uploaded_files/survey/old_images/343_MourningDove.jpg,http://springsdata.org/uploaded_files/survey/old_images/343_MourningDoveSketch.jpg,,Mourning Dove,4/25/2014 12:11,12
347,Nixon Spring,US,AZ,Mohave,Mount Trumbull,15010009,,BLM,Arizona Strip,,15,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,12,"West Central AZ Strip, Uinkaret Plateau, south slope of Mt. Trumbull",Nixon Spring is a completely diverted source spring with no standing water. ,"BLM 187B-35-08 27CBC, FLWD_SiteID 362408113084601",GPS,NAD27,12,Garmin,307502,4030498,36,24,7.884,-113,8,47.724,36.40219,-113.14659,2229,,lat/long coordinates and elev from USGS,,,igneous,basalt,,subaerial,mountainside,fracture,contact,spring,gravity,1934,jeriledbetter,6/9/2009,,9/6/2013,10,2.3,8,,http://springsdata.org/uploaded_files/survey/old_images/347_NixonSketch.jpg,,Nixon,4/25/2014 12:11,2
312,Quaking Aspen Spring,US,AZ,Coconino,Timp Point,15010002,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,0,IR,Dr. Lawrence Stevens data,11,"Central Kaibab Plateau, west side, in Quaking Aspen Canyon, near KNF Rainbow Rim.","This is a heavily manipulated spring with a spring box, troughs, and piping.This site was surveyed by Larry Stevens et al. in 2000. This hillslope spring was surveyed by Grand Canyon Trust in 2010.The site was located by a 1:24K Digital Raster.","KNF-11, PP-23, QUAK003",GPS,NAD83,12,GPS Map 60CX,384953,4026665,36,22,41.628,-112,16,57.396,36.37823,-112.28261,2398,3.96,,hillslope,,sedimentary,limestone,Kaibab Limestone,subaerial,,,,spring,gravity,625,,2/23/2011,,10/1/2013,3,6,8,http://springsdata.org/uploaded_files/survey/old_images/312_QuakingAspen.jpg,http://springsdata.org/uploaded_files/survey/old_images/312_QuakingAspenSketch_1298504657.jpg,,Quaking Aspen,4/25/2014 12:11,12
129,Quartermaster Spring Upper South,US,AZ,Mohave,Quartermaster Canyon,15010005,,Tribal,Hualapai Tribal Land,,3,1,Geonames,,12,Quartermaster Upper South Spring is located 1/2 mile south of Lake Mead. ,"Quartermaster Upper South Spring is the base of a 150 m circular massive travertine.The site was verified by 1:24 Digital Raster Graphic, but the field was not confirmed, ","S1B, QUAR002, HUAL012",map,NAD83,12,,250456,3982622,35,57,22.068,-113,46,0.912,35.95613,-113.76692,488,,,hillslope,,,,,,,,,,,314,jeriledbetter,10/27/2008,,9/30/2013,2,5,8,,http://springsdata.org/uploaded_files/survey/old_images/129_QuartermasterUpperSouthSketch.jpg,,Quartermaster Upper South,4/25/2014 12:11,10
356,Robbers Roost Spring,US,AZ,Coconino,Little Park Lake,15010001,,NPS,Grand Canyon NP,,15,1,USGS Quad,Added based on DRG layer; ID from AZ Dept of Water Resources GWIS,12,"Southern Kaibab Plateau, head of The Basin and Outlet Canyon approximately four and one half miles south of the GCNP and NKNF boundary and off of Hwy 67. Off 67 to utlity road near Lindberg. Hike down into drainage to east approx 1 mile.",This site has been verified by Steve Rice with the National Park Service using a recreation grade GPS.,"GCNP-11, PHAN005,A-33-03 04C   UNSURV, FLWD_SiteID 361650112051601",GPS,NAD83,12,,402212,4015609,36,16,49.764,-112,5,19.824,36.28049,-112.08884,2519,,Coordinates from DRG/elev from DEM; confirmed by Rink,rheocrene,,sedimentary,sandstone,Toroweap,subaerial,prairie,,,spring,gravity,2221,jeriledbetter,6/9/2009,jeriledbetter,5/6/2015,6,3.2,8,http://springsdata.org/uploaded_files/survey/old_images/356_RobbersRoost.jpg,http://springsdata.org/uploaded_files/survey/old_images/356_RobbersRoostSketch.jpg,,Robbers Roost,4/25/2014 12:11,2
476,Rock Spring Upper Bowl,US,AZ,Coconino,Gunsight Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,0,IR,Dr. Lawrence Stevens data,12,,"This site has seeping walls in an overhang contract, cemented colluvium in a limestone horizon in Hermit Shale.",,GPS,NAD83,12,Garmin E-trex,359556,4060941,36,41,1.464,-112,34,18.84,36.68374,-112.5719,1345,5,"GPS from middle of polygon C, out from under overhang.",hanging garden,,sedimentary,shale,Hermit shale limestone horizon,subaerial,,contact spring,,mixed,gravity,52,jeriledbetter,1/4/2010,jeriledbetter,1/4/2010,1,8,8,http://springsdata.org/uploaded_files/survey/old_images/476_RockUpperBowl.jpg,http://springsdata.org/uploaded_files/survey/old_images/476_RockUpperBowlSketch.jpg,,Rock Upper Bowl,4/25/2014 12:11,12
19647,South Key West Spring,US,NV,Clark,Whitney Pocket,15010010,,BLM,Bureau Of Land Management NV,,15,1,NHD,Imported in 2013 from NHD Database; Location refinement and suvey data from Boris Poff,12," The area is located in the Overton 100,000 quad in the Colorado River basin.","Data were imported in February 2016 from a compilation of Don Sada's research. The Land Manager ID number is from this dataset.  Spring type listed as ""unknown"". ",40,,NAD83,11,,752841,4056318,36,37,7.968,-114,10,21.756,36.61888,-114.17271,1068,,3.67 PDOP,limnocrene,,,,,,,,,,,865,,1/16/2014,,,3,4.7,8,http://springsdata.org/uploaded_files/survey/old_images/1389911943_SouthKeyWest_source.jpg,,,South Key West ,4/25/2014 12:11,3
9738,Sowats middle unnamed,US,AZ,Coconino,Sowats Spring,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,0,IR,"Jeri Ledbetter, MGIS research",12,,"This is a seeping hillslope that drains over a nearly vertical Coconino Sandstone wall, descending into Sowats Canyon.",,GPS,NAD83,12,Etrex Venture,369636,4043264,36,31,33.132,-112,27,22.032,36.52587,-112.45612,1850,24,Very high position error due to steep walls,hillslope,,sedimentary,limestone,Toroweap,subaerial,,contact spring,,spring,gravity,125,jeriledbetter,6/15/2012,margueritehendrie,1/23/2013,1,8,8,http://springsdata.org/uploaded_files/survey/old_images/9738_SowatsMiddle.jpg,http://springsdata.org/uploaded_files/survey/old_images/9738_SowatsMiddleSketch.jpg,,Sowats middle unnamed,4/25/2014 12:11,12
